School Number,School Name,Telephone,School Website,Street,Suburb,Town / City,Postal Code,School Type,Gender of Students,Area Unit,Latitude,Longitude,Decile,Total Students
3371,Heathcote Valley School,03 384 1058,http://www.hvs.school.nz,Bridle Path Road,Heathcote Valley,Christchurch,8022,Full Primary,Co-Educational,Heathcote Valley,-43.579876,172.708878,9,240
3372,Heaton Normal Intermediate,03 355 9555,http://www.heaton.school.nz/,Heaton Street,Merivale,Christchurch,8542,Intermediate,Co-Educational,Strowan,-43.510414,172.615407,9,533
3373,Highfield School,03 686 1419,http://www.highfield.school.nz,Rimu Street,Glenwood,Timaru,7910,Full Primary,Co-Educational,Highfield,-44.390404,171.213466,6,292
3375,Hinds School,03 303 7208,http://www.hinds.school.nz,50 Reed Street,Hinds,Ashburton,7775,Full Primary,Co-Educational,Hinds,-44.000913,171.565272,5,140
3379,Hoon Hay Te Kura Kōaka,03 338 8429,http://www.hoonhay.school.nz,91 Sparks Road,Hoon Hay,Christchurch,8025,Contributing,Co-Educational,Hoon Hay,-43.564866,172.606597,8,435
3380,Hornby Primary School,03 349 7238,http://www.hornbyprimary.school.nz,190 Waterloo Road,Hornby,Christchurch,8042,Contributing,Co-Educational,Hornby North,-43.538707,172.522632,3,239
3381,Hororata School,03 318 0803,http://hororata.ultranet.school.nz,2548 Bealey Road,Hororata,Darfield,7572,Contributing,Co-Educational,Malvern,-43.53945,171.959653,9,83
3384,Ilam School,03 348 7492,http://www.ilam.school.nz,66 Ilam Road,Ilam,Christchurch,8041,Contributing,Co-Educational,Fendalton,-43.526413,172.579696,6,425
3385,Isleworth School,03 359 8553,http://www.isleworth.school.nz,59A Farrington Avenue,Bishopdale,Christchurch,8053,Contributing,Co-Educational,Harewood,-43.493107,172.582123,5,301
3388,Kaiapoi Borough School,03 327 7231,http://www.kbs.school.nz,20 Hilton Street,,Kaiapoi,7630,Full Primary,Co-Educational,Kaiapoi South,-43.379062,172.651468,5,384
3389,Kaiapoi North School,03 327 8803,http://www.kaiapoinorth.school.nz,278 Williams Street,,Kaiapoi,7630,Full Primary,Co-Educational,Kaiapoi North East,-43.375957,172.663615,7,518
3391,Kaikoura Primary School,03 319 5440,http://www.kaikoura.school.nz,19 Torquay Street,Esplanade,Kaikoura,7300,Contributing,Co-Educational,Kaikoura Township,-42.408026,173.684082,3,111
3392,Kaikoura Suburban School,03 319 5064,http://www.kaikourasuburban.school.nz,425 Schoolhouse Road,,Kaikoura,7371,Contributing,Co-Educational,Kaikoura Rural,-42.371694,173.638327,5,53
3396,Kirkwood Intermediate,03 348 7718,http://www.kirkwood.school.nz,260 Riccarton Road,Riccarton,Christchurch,8540,Intermediate,Co-Educational,Upper Riccarton,-43.530607,172.585501,7,325
3397,Kirwee Model School,03 318 1850,http://www.kirweemodel.school.nz,School Lane,,Kirwee,7543,Contributing,Co-Educational,Kirwee,-43.496674,172.218161,10,159
3402,Ladbrooks School,03 329 6885,http://www.ladbrooks.school.nz,9 Barnes Road,,Ladbrooks,7674,Full Primary,Co-Educational,Trents-Ladbrooks,-43.617669,172.532329,10,153
3406,Lake Tekapo School,03 680 6816,,Aorangi Crescent,,Lake Tekapo,7945,Contributing,Co-Educational,Lake Tekapo,-44.005064,170.4748,10,33
3407,Lauriston School,03 302 4799,http://www.lauriston.school.nz/,Church Street,Lauriston,Ashburton,7772,Contributing,Co-Educational,Mt Somers,-43.730734,171.778572,9,105
3410,Leeston School,03 324 3493,http://www.leeston.school.nz,Selwyn Street,,Leeston,7632,Contributing,Co-Educational,Leeston,-43.760752,172.297571,8,334
3411,Leithfield School,03 314 8024,http://www.leithfield.school.nz,Old Main Road,,Amberley,7481,Full Primary,Co-Educational,Leithfield,-43.197813,172.740036,8,121
3412,Lincoln Primary School,027 319 9809,http://lincolnprimary.ultranet.school.nz/,130 North Belt,,Lincoln,7608,Full Primary,Co-Educational,Lincoln,-43.637105,172.487099,10,620
3413,Linwood Avenue School,03 389 9256,http://www.linwoodave.school.nz,260 Linwood Avenue,Linwood,Christchurch,8062,Contributing,Co-Educational,Woolston West,-43.535284,172.67488,2,373
3415,Whītau School,03 389 8112,http://www.linwoodnorth.school.nz,221 Woodham Road,Linwood,Christchurch,8062,Contributing,Co-Educational,Avonside,-43.524848,172.675792,2,322
3418,Little River School,03 325 1004,http://www.littleriver.school.nz,46 Western Valley Road,,Little River,7591,Full Primary,Co-Educational,Little River,-43.763797,172.795486,9,88
3419,Loburn School,03 312 8828,http://www.loburn.school.nz,73 Hodgsons Road,Loburn,Rangiora,7472,Full Primary,Co-Educational,Loburn,-43.250122,172.530073,9,174
3425,Mairehau Primary School,03 385 3796,http://www.mps.school.nz,43 Mahars Road,,Christchurch,8640,Full Primary,Co-Educational,Shirley West,-43.49871,172.641415,6,436
3426,Makikihi School,03 689 5587,http://www.makikihi.school.nz,12 Makikihi Station Road,,Makikihi,7978,Full Primary,Co-Educational,Waihao,-44.632039,171.142241,6,33
3429,Marshland School,03 385 2239,http://www.marshland.school.nz,11 Te Korari Street,Marshland,Christchurch,8083,Full Primary,Co-Educational,Prestons,-43.472028,172.664748,9,531
3432,Mayfield School (Mid-Canterbury),03 303 6214,http://www.mayfieldschool.co.nz,14 Lismore Mayfield Road,,Ashburton,7775,Full Primary,Co-Educational,Mt Somers,-43.823442,171.421329,7,84
3434,Merrin School,03 358 8369,http://www.merrin.school.nz,41 Merrin Street,Avonhead,Christchurch,8042,Full Primary,Co-Educational,Merrin,-43.510497,172.558579,8,509
3436,Methven School,03 302 8500,http://www.methven.school.nz,McDonald Street,,Methven,7730,Contributing,Co-Educational,Methven,-43.636575,171.650119,9,260
3441,Mt Somers Springburn School,03 303 9892,http://www.mtss.school.nz,Ashburton Gorge Road,Mount Somers,Ashburton,7771,Full Primary,Co-Educational,Mt Somers,-43.704789,171.402382,9,93
3442,Aoraki Mount Cook School,03 435 1835,http://www.aoraki.school.nz,5 Sebastopol Drive,,Mt Cook,7946,Full Primary,Co-Educational,Mt Cook,-43.738181,170.099856,9,9
3443,Mt Pleasant School,03 384 3994,http://www.mtpleasant.school.nz,82 Major Hornbrook Road,Mt Pleasant,Christchurch,8081,Full Primary,Co-Educational,Mt Pleasant,-43.562448,172.715927,10,340
3445,New Brighton Catholic School (Chch),03 388 7982,http://www.newbrightoncatholic.school.nz,100 Lonsdale Street,New Brighton,Christchurch,8083,Full Primary,Co-Educational,Rawhiti,-43.505942,172.723723,6,209
3447,North Loburn School,03 312 8852,http://www.northloburn.school.nz,813 Loburn Whiterock Road,,Loburn North,7472,Full Primary,Co-Educational,Loburn,-43.207605,172.493841,9,119
3449,Northcote School (Christchurch),03 352 9371,http://www.northcotechch.school.nz,26 Tuckers Road,Redwood,Christchurch,8051,Contributing,Co-Educational,Styx Mill,-43.479365,172.614009,3,156
3450,Oaklands School,03 322 8735,http://www.oaklands.school.nz,Cunningham Place,Halswell,Christchurch,8025,Full Primary,Co-Educational,Oaklands East,-43.571583,172.56465,9,613
3451,Ohoka School,03 312 6840,http://ohoka.ultranet.school.nz,Jacksons Road,,Kaiapoi,7692,Full Primary,Co-Educational,Ohoka,-43.370163,172.590554,10,186
3452,Okains Bay School,03 304 8629,http://www.okainsbay.school.nz,Okains Bay Road,,Okains Bay,7583,Full Primary,Co-Educational,Banks Peninsula Eastern Bays,-43.708872,173.042737,4,13
3454,Omihi School,03 314 5857,https://www.omihi.school.nz/,990 Omihi Road,,Hurunui,7483,Full Primary,Co-Educational,Hurunui,-43.022141,172.853629,9,36
3455,Opawa School,03 332 6374,http://www.opawa.school.nz/,Ford Road,Opawa,Christchurch,8023,Full Primary,Co-Educational,Opawa,-43.555662,172.66449,4,323
3461,Our Lady of the Assumption School (Chch),03 338 9503,http://www.ola.school.nz,89 A Sparks Road,Hoon Hay,Christchurch,8025,Full Primary,Co-Educational,Hoon Hay,-43.564788,172.60708,10,287
3462,Our Lady of the Snows School (Methven),03 302 8250,http://www.ladysnow.school.nz,Main Road,,Methven,7730,Full Primary,Co-Educational,Methven,-43.639725,171.647461,8,33
3463,Our Lady of Victories,03 348 7790,http://www.olv.school.nz,106 Main South Road,Sockburn,Christchurch,8443,Full Primary,Co-Educational,Sockburn,-43.536215,172.559125,6,241
3464,Ouruhia Model School,03 323 8855,http://www.ouruhia.school.nz,21 Turners Road,Ouruhia,Christchurch,8083,Full Primary,Co-Educational,Styx,-43.444597,172.660388,8,68
3466,Papanui School,03 352 8271,http://www.papanuiprimary.school.nz,40 Winters Road,Papanui,Christchurch,8051,Contributing,Co-Educational,Redwood South,-43.488025,172.619727,6,200
3467,Paparoa Street School,03 352 8160,http://www.paparoastreet.school.nz,120 Paparoa Street,Papanui,Christchurch,8053,Contributing,Co-Educational,Papanui,-43.499655,172.619586,10,483
3470,Parkview Pārua,03 383 0833,http://www.parkview.school.nz,Chadbury Street,Parklands,Christchurch,8842,Full Primary,Co-Educational,Waimairi Beach,-43.4806,172.705631,6,434
3477,Pleasant Point Primary School,03 614 7832,http://www.pointprimary.school.nz,33 Halstead Road,,Pleasant Point,7903,Full Primary,Co-Educational,Pleasant Point,-44.257427,171.132171,8,295
3478,Prebbleton School,03 349 6553,http://www.prebbleton.school.nz,Blakes Road,,Prebbleton,7604,Full Primary,Co-Educational,Prebbleton,-43.577074,172.513059,10,516
3479,Queenspark School,03 383 1578,http://www.queenspark.school.nz,222 Queenspark Drive,Parklands,Christchurch,8083,Full Primary,Co-Educational,Parklands,-43.473158,172.695985,8,575
3480,Rakaia School,03 302 7113,http://www.rakaia.school.nz,Dunford Street,,Rakaia,7710,Full Primary,Co-Educational,Rakaia,-43.751468,172.022787,6,165
3481,Rangiora Borough School,03 313 7434,http://www.rangiora.school.nz,King Street,,Rangiora,7440,Full Primary,Co-Educational,Rangiora Central,-43.30538,172.590275,7,496
3483,Te Raekura Redcliffs School,03 384 3853,http://www.redcliffs.school.nz,113 Beachville Road,Redcliffs,Christchurch,8081,Full Primary,Co-Educational,Moncks Bay,-43.556439,172.733609,10,243
3484,Redwood School (Christchurch),03 352 6739,http://www.redwoodprimary.school.nz,51 Prestons Road,Redwood,Christchurch,8051,Contributing,Co-Educational,Redwood North,-43.473605,172.621954,8,289
3485,Te Kāpehu Riccarton School,03 348 5700,http://www.riccartonprimary.school.nz,1 English Street,Sockburn,Christchurch,8042,Full Primary,Co-Educational,Sockburn,-43.533363,172.564144,3,286
3488,Rolleston School,03 347 8355,http://www.rolleston.school.nz,11 Tennyson Street,,Rolleston,7643,Full Primary,Co-Educational,Rolleston North East,-43.592491,172.381339,10,790
3490,Rotherham School,03 315 6368,http://www.rotherham.school.nz,71 George Street,,Rotherham,7379,Contributing,Co-Educational,Amuri,-42.698452,172.944205,8,31
3492,Te Kōmanawa Rowley School,03 338 2472,http://www.rowley.school.nz,48 Rowley Avenue,Hoon Hay,Christchurch,8025,Contributing,Co-Educational,Hillmorton,-43.562252,172.587768,1,125
3493,Te Ara Maurea Roydvale School,03 358 5785,http://www.roydvale.school.nz,117 Roydvale Avenue,Burnside,Christchurch,8053,Contributing,Co-Educational,Russley,-43.494484,172.563148,10,288
3496,Russley School,03 342 7783,http://www.russley.school.nz,75 Cutts Road,Avonhead,Christchurch,8042,Full Primary,Co-Educational,Avonhead West,-43.517895,172.544704,7,451
3498,Sacred Heart School (Timaru),03 688 8188,http://www.sacredhearttim.school.nz,54 Heaton Street,,Timaru,7910,Full Primary,Co-Educational,Parkside,-44.401811,171.248548,5,207
3501,Sefton School,03 312 9755,http://www.sefton.school.nz,603 Upper Sefton Road,,Sefton,7445,Full Primary,Co-Educational,Sefton,-43.246713,172.672877,7,111
3502,Sheffield Contributing School,03 318 3713,http://www.sheffieldprimary.school.nz,Wrights Road,,Sheffield,7500,Contributing,Co-Educational,Malvern,-43.390946,172.025361,9,101
3503,Shirley Intermediate,03 385 2229,http://www.sis.school.nz,60 Shirley Road,Shirley,Christchurch,8640,Intermediate,Co-Educational,Richmond North,-43.508313,172.661644,4,152
3504,Shirley Primary School,03 385 2019,http://www.shirleyprimary.school.nz,11 Shirley Road,Shirley,Christchurch,8013,Contributing,Co-Educational,Shirley West,-43.507888,172.653152,3,324
3505,Wigram Primary School - Te Piki Kāhu,03 349 7325,http://wigramprimary.school.nz,5 The Runway,Wigram,Christchurch,8042,Contributing,Co-Educational,Wigram,-43.553946,172.551525,4,342
3506,Somerfield Te Kura Wairepo,03 332 2364,http://www.somerfield.school.nz,42 Studholme Street,Somerfield,Christchurch,8244,Contributing,Co-Educational,Somerfield,-43.561645,172.628537,8,503
3507,South Hornby School,03 349 7561,http://www.southhornby.school.nz,35 Amyes Road,Hornby,Christchurch,8042,Contributing,Co-Educational,Hornby South,-43.547122,172.529047,4,297
3508,South New Brighton School,03 388 9426,http://www.snbs.school.nz,160 Estuary Road,South New Brighton,Christchurch,8062,Full Primary,Co-Educational,South Brighton,-43.52622,172.733527,6,493
3509,Southbridge School,03 324 2545,http://www.southbridge.school.nz,25 Hastings Street,,Southbridge,7602,Contributing,Co-Educational,Southbridge,-43.809042,172.251661,8,131
3510,Southbrook School,03 313 8792,http://www.southbrook.school.nz,26 Marshall Street,,Rangiora,7440,Full Primary,Co-Educational,Southbrook,-43.321616,172.599819,7,313
3512,Spreydon School,03 338 5033,http://www.spreydon.school.nz,50 Hoon Hay Road,Hoon Hay,Christchurch,8245,Contributing,Co-Educational,Hillmorton,-43.557575,172.597927,3,245
3515,Springfield School,03 318 4867,http://springfield.ultranet.school.nz/home,2 Tawera Lane,,Springfield,7649,Contributing,Co-Educational,Malvern,-43.337474,171.9325,6,42
3516,Springston School,03 329 5724,http://www.springston.school.nz,Leeston Road,,Springston,7616,Full Primary,Co-Educational,Springston,-43.644586,172.425734,10,213
3517,St Albans Catholic School (Christchurch),03 355 7538,http://www.stalbanscatholic.school.nz,49 Rutland Street,St Albans,Christchurch,8014,Contributing,Co-Educational,Rutland,-43.507131,172.629095,9,105
3518,St Albans School,03 355 9132,http://www.stalbans.school.nz,17 Sheppard Place,St Albans,Christchurch,8014,Contributing,Co-Educational,St Albans East,-43.508774,172.634388,8,579
3519,St Andrew's School (Timaru),03 612 6831,http://www.standrewsprimary.school.nz,21 Blue Cliffs Road,,St Andrews,7988,Full Primary,Co-Educational,St Andrews,-44.528475,171.188022,4,102
3520,St Anne's School (Woolston),03 384 3073,http://www.stannes.co.nz,739 Ferry Road,Woolston,Christchurch,8241,Full Primary,Co-Educational,Ferrymead,-43.550383,172.685581,3,161
3521,St Bernadette's School (Hornby),03 342 9780,http://www.stbernadetteschch.school.nz,74 Hei Hei Road,Hornby,Christchurch,8042,Full Primary,Co-Educational,Hornby North,-43.533484,172.525345,4,119
3523,St James School (Aranui),03 982 0009,http://www.stjames.school.nz,Rowan Avenue,Aranui,Christchurch,8061,Contributing,Co-Educational,Aranui,-43.51173,172.70486,1,115
3527,St Joseph's School (Ashburton),03 308 5299,http://www.st-josephs.school.nz,87 Havelock Street,,Ashburton,7700,Full Primary,Co-Educational,Ashburton Central West,-43.901132,171.746227,8,247
3528,St Joseph's School (Pleasant Point),03 614 7202,http://www.stjoplpt.school.nz/,29 Afghan Street,,Pleasant Point,7903,Full Primary,Co-Educational,Pleasant Point,-44.26184,171.131708,9,54
3529,St Joseph's School (Fairlie),027 685 8659,http://www.stjofairlie.school.nz,3 Gall Street,,Fairlie,7925,Full Primary,Co-Educational,Fairlie,-44.10421,170.827614,7,26
3530,St Joseph's School (Kaikoura),03 319 5725,http://www.stjkaikoura.school.nz,30 Ludstone Road,,Kaikoura,7300,Full Primary,Co-Educational,Kaikoura Rural,-42.399981,173.675501,5,101
3531,St Joseph's School (Papanui),03 352 8779,http://www.stjopapa.school.nz,4 Vagues Road,Papanui,Christchurch,8052,Full Primary,Co-Educational,Northcote,-43.488673,172.614444,9,416
3532,St Joseph's School (Temuka),03 615 8206,https://www.stjotemu.school.nz/,Wilkin Street,,Temuka,7920,Full Primary,Co-Educational,Temuka,-44.244131,171.284601,6,111
3533,St Joseph's School (Timaru),03 688 1376,http://www.stjosephstimaru.school.nz,50 Kelvin Street,,Timaru,7910,Full Primary,Co-Educational,Marchwiel,-44.378511,171.225105,7,218
3534,St Martins School,03 332 6121,http://www.stmartins.school.nz,Albert Terrace,St Martins,Christchurch,8022,Full Primary,Co-Educational,St Martins,-43.565432,172.657232,9,504
3535,St Mary's School (Christchurch),03 366 2005,http://www.stmaryschch.school.nz/,375 Manchester Street,,Christchurch,8013,Full Primary,Co-Educational,Avon Loop,-43.523227,172.639261,4,122
3537,St Patrick's School (Bryndwr),03 351 5590,http://www.stpatricks.school.nz,57 Plynlimon Road,Bryndwr,Christchurch,8052,Full Primary,Co-Educational,Strowan,-43.511239,172.604049,10,177
3539,St Patrick's School (Waimate),03 689 8584,http://st-pats.school.nz/,Cameron Street,,Waimate,7960,Full Primary,Co-Educational,Waimate,-44.731442,171.052432,5,31
3540,St Patrick's School (Kaiapoi),03 327 7700,http://www.stpatkai.school.nz,Fuller Street,,Kaiapoi,7630,Full Primary,Co-Educational,Kaiapoi South,-43.384361,172.654115,7,121
3542,St Peter's School (Beckenham),03 332 7598,http://www.saintpeters.school.nz,11 Fisher Avenue,Beckenham,Christchurch,8023,Full Primary,Co-Educational,Beckenham,-43.559766,172.637698,8,156
3543,St Teresa's School (Riccarton),03 348 9392,http://www.stteresas.school.nz,10 Puriri Street,,Christchurch,8041,Full Primary,Co-Educational,Mona Vale,-43.529758,172.59214,4,175
3544,Our Lady Star of the Sea School (Christchurch),03 326 5315,http://www.ourladystar.school.nz,45 Colenso Street,Sumner,Christchurch,8840,Full Primary,Co-Educational,Sumner,-43.574868,172.762543,10,64
3546,Sumner School,03 326 6546,http://www.sumner.school.nz,Colenso Street,Sumner,Christchurch,8840,Full Primary,Co-Educational,Sumner,-43.573098,172.759628,10,389
3547,Swannanoa School,03 312 6813,http://www.swannanoa.school.nz,1305 Tram Road,,Rangiora,7476,Full Primary,Co-Educational,Mandeville,-43.369342,172.495566,10,322
3549,Tai Tapu School,03 329 6796,http://www.taitapu.school.nz,1 School Road,,Tai Tapu,7645,Full Primary,Co-Educational,Taitapu,-43.663629,172.550066,10,238
3554,Waitaha School,03 344 1243,http://waitaha.school.nz/,12 Lemonwood Drive,,Rolleston,7615,Special School,Co-Educational,Rolleston South East,-43.623432,172.385925,6,115
3555,Templeton School,03 349 7045,http://www.templeton.school.nz,40 Kirk Road,Templeton,Christchurch,8042,Full Primary,Co-Educational,Templeton,-43.550162,172.472361,8,345
3557,Thorrington School,03 332 7480,http://www.thorrington.ac.nz,22A Colombo Street,Cashmere,Christchurch,8022,Contributing,Co-Educational,Cashmere West,-43.566305,172.636568,10,436
3561,Tinwald School,03 308 4555,http://www.tinwaldschool.weebly.com,131 Thomson Street,Tinwald,Ashburton,7741,Contributing,Co-Educational,Tinwald,-43.923887,171.719067,6,238
3563,Tuahiwi School,03 313 8521,http://tuahiwi.school.nz,206 Tuahiwi Road,,Kaiapoi,7691,Full Primary,Co-Educational,Tuahiwi,-43.334247,172.643796,6,171
3565,View Hill School,03 312 4336,http://www.viewhill.school.nz,496 Island Road,,Oxford,7495,Full Primary,Co-Educational,Ashley Gorge,-43.299033,172.071832,7,63
3566,Waiau School,03 315 6027,http://waiau.school.nz,11 Montrose Street,,Waiau,7332,Contributing,Co-Educational,Waiau,-42.653683,173.04201,4,37
3567,Waihao Downs School,03 689 2734,http://www.waihaodowns.school.nz,1139 Hakataramea Highway,Waihao Downs,Waimate,7977,Full Primary,Co-Educational,Waihao,-44.790963,170.927483,7,71
3569,Waikari School,03 314 4250,http://www.waikari.school.nz/WebSpace/30/,23 Princes Street,,Waikari,7420,Full Primary,Co-Educational,Hurunui,-42.969376,172.700677,5,36
3570,Pegasus Bay School,03 920 7000,http://www.pegasusbay.school.nz,5 Solander Road,,Pegasus,7612,Full Primary,Co-Educational,Pegasus,-43.314909,172.692266,10,467
3571,Waimairi School,03 352 9208,http://www.waimairi.school.nz/,Tillman Avenue,,Christchurch,8052,Contributing,Co-Educational,Strowan,-43.504214,172.605282,9,388
3572,Waimataitai School,03 684 5566,http://www.waimataitai.school.nz,25 Trafalgar Street,,Timaru,7910,Full Primary,Co-Educational,Maori Park,-44.388036,171.238242,6,521
3573,Waimate Centennial School,03 689 8295,http://centennial.ultranet.school.nz,5 Hughes Street,,Waimate,7924,Contributing,Co-Educational,Waimate,-44.729133,171.038642,4,144
3574,Waimate Main School,03 689 8887,http://www.waimatemain.school.nz,25 John Street,,Waimate,7924,Contributing,Co-Educational,Waimate,-44.736306,171.046665,3,97
3576,Waipara School,03 314 6814,http://www.waipara.school.nz,2 Loffhagen Drive,,Waipara,7447,Full Primary,Co-Educational,Hurunui,-43.053621,172.762053,6,54
3577,Wairakei School (Christchurch),03 351 8033,http://www.wairakeichch.school.nz,250 Wairakei Road,Bryndwr,Christchurch,8053,Contributing,Co-Educational,Aorangi,-43.500167,172.588282,6,212
3579,Waituna Creek School,03 689 7438,http://www.waitunacreek.school.nz/,Waituna School Road,,Waimate,7978,Full Primary,Co-Educational,Waihao,-44.701004,171.01671,6,35
3580,Wakanui School,03 302 3899,http://www.wakanui.school.nz,Wakanui School Road,,Ashburton,7777,Full Primary,Co-Educational,Chertsey,-43.973865,171.822857,8,120
3581,Waltham School,03 379 3137,http://www.waltham.school.nz,Hastings Street East,Waltham,Christchurch,8023,Full Primary,Co-Educational,Waltham,-43.548989,172.648613,3,280
3585,Weedons School,03 347 8740,http://www.weedons.school.nz,Weedons Ross Road,Weedons,Christchurch,7675,Full Primary,Co-Educational,West Melton,-43.570608,172.403181,10,151
3586,West Eyreton School,03 312 5850,http://www.westeyreton.school.nz,1651 North Eyre Road,West Eyreton,Rangiora,7475,Full Primary,Co-Educational,West Eyreton,-43.349492,172.360111,10,202
3587,West Melton School,03 347 8448,http://westmelton.school.nz/,Weedons Ross Road,,West Melton,7618,Full Primary,Co-Educational,West Melton,-43.521443,172.369386,10,446
3588,Te Ara Koropiko West Spreydon School,03 338 8184,http://www.westspreydon.school.nz,147 Lyttelton Street,Spreydon,Christchurch,8024,Contributing,Co-Educational,Barrington North,-43.559634,172.611297,4,299
3589,Westburn School,03 358 8173,http://www.westburn.school.nz,257 Waimairi Road,Ilam,Christchurch,8041,Full Primary,Co-Educational,Westburn,-43.512146,172.570887,9,475
3591,Wharenui School,03 348 5263,http://www.wharenui.school.nz,Matipo Street,Riccarton,Christchurch,8041,Full Primary,Co-Educational,Riccarton,-43.536311,172.596742,3,325
3594,Longbeach School,03 302 6643,http://www.longbeach.school.nz,Boundary Road,,Ashburton,7773,Full Primary,Co-Educational,Hinds,-43.979123,171.683118,9,146
3597,Windwhistle School,03 318 6828,http://www.windwhistle.school.nz,19 Rakaia Gorge Road,,Darfield,7572,Contributing,Co-Educational,Malvern,-43.515524,171.713285,10,21
3599,Woodbury School,03 692 2817,http://www.woodbury.school.nz,559 Woodbury Road,,Geraldine,7991,Contributing,Co-Educational,Orari,-44.034925,171.206998,8,102
3600,Woodend School,03 312 7808,http://www.woodend.school.nz/,Main North Road,,Woodend,7641,Full Primary,Co-Educational,Woodend,-43.324564,172.665404,8,384
3602,Yaldhurst Model School,03 342 7933,http://www.yaldhurst.school.nz,School Road,,Yaldhurst,7676,Full Primary,Co-Educational,Yaldhurst,-43.510194,172.502189,5,111
3732,Duntroon School,03 431 2829,http://www.duntroon.school.nz,Campbell Street,,Duntroon,9494,Full Primary,Co-Educational,Duntroon,-44.856037,170.686398,9,91
3789,Omarama School,03 438 9815,http://www.omarama.school.nz,State Highway 8,,Omarama,9448,Full Primary,Co-Educational,Omarama,-44.48905,169.962015,7,56
4118,Medbury Preparatory School,03 351 6169,http://www.medbury.school.nz,109 Clyde Road,Fendalton,Christchurch,8540,Full Primary,Single Sex (Boys School),Fendalton,-43.521889,172.589114,10,420
4132,St Joseph's School (Rangiora),03 313 7828,http://www.sjr.nz,35 Victoria Street,,Rangiora,7440,Full Primary,Co-Educational,Rangiora East,-43.307442,172.595537,9,170
4135,St Mark's School (Christchurch),03 332 7339,http://www.saintmarks.school.nz,Cholmondeley Avenue,Opawa,Christchurch,8023,Full Primary,Co-Educational,Opawa,-43.552887,172.659307,10,236
4136,St Michael's Church School,03 379 9790,http://saintmichaels.co.nz/,249 Durham Street,Christchurch Central,Christchurch,8140,Full Primary,Co-Educational,Cathedral Square,-43.534774,172.633065,8,136
4138,Selwyn House School,021 333 923,http://www.selwynhouse.school.nz,122 Merivale Lane,Merivale,Christchurch,8014,Full Primary,Single Sex (Girls School),Merivale,-43.516643,172.623012,10,266
4143,Tamariki School,03 384 9014,http://www.tamariki.school.nz/,86 St John's Street,Woolston,Christchurch,8241,Full Primary,Co-Educational,Ferrymead,-43.546479,172.689238,4,54
4147,Waihi School,03 687 8014,http://www.waihi.school.nz,611 Temuka-Orari Highway,,Temuka,7986,Full Primary,Co-Educational,Orari,-44.173004,171.28259,10,85
4212,TKKM o Waitaha,03 377 1436,http://whakapumau.ac.nz,45 Hassals Lane,Waltham,Christchurch,8023,Composite,Co-Educational,Opawa,-43.551181,172.656331,1,152
6967,Lemonwood Grove School,03 974 9236,http://www.lemonwoodgrove.school.nz/,14 Lemonwood Drive,,Rolleston,7615,Full Primary,Co-Educational,Rolleston South East,-43.622673,172.386021,10,588
6980,Clearview Primary,03 347 7025,http://www.clearview.school.nz,20 Broadlands Drive,,Rolleston,7643,Full Primary,Co-Educational,Rolleston South West,-43.606108,172.38121,10,813
